"ID Caso","ID Caso Relacionado","Año","Mes","Día","Código DANE de Municipio","Municipio","Departamento","Región","Modalidad","Presunto Responsable","Descripción Presunto Responsable","Abandono o Despojo Forzado de Tierras","Amenaza o Intimidación","Ataque Contra Misión Médica","Confinamiento o Restricción a la Movilidad","Desplazamiento Forzado","Extorsión","Lesionados Civiles","Pillaje","Tortura","Violencia Basada en Género","Otro Hecho Simultáneo","Total Combatientes","Total Civiles","Total de Víctimas del Caso","Tipo de Armas","latitud-longitud"
"185,359","CR048326","2,002","11","16","47001","SANTA MARTA","MAGDALENA","SIERRA NEVADA DE SANTA MARTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","6","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-74.200077 11.204685)"
"185,360","CR005162","2,002","12","16","41001","NEIVA","HUILA","NORTE DEL HUILA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","21","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.27236232 2.993360046)"
"185,361","CR005119","2,003","1","9","81300","FORTUL","ARAUCA","SARARE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","14","0","0",,,"0","4","4","ARTEFACTO EXPLOSIVO","POINT (-71.79124241 6.750907234)"
"185,362","CR005120","2,003","1","16","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","27","0","0",,,"0","5","5","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"185,363","CR005125","2,003","1","25","18753","SAN VICENTE DEL CAGUAN","CAQUETA","CAGUAN","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","6","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.19746971 1.308465061)"
"185,364","CR005132","2,003","2","7","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","200","0","0",,,"0","36","36","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,365","CR005152","2,003","3","5","54001","CUCUTA","NORTE DE SANTANDER","AREA METROPOLITANA DE CUCUTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","70","0","0",,,"0","13","13","ARTEFACTO EXPLOSIVO","POINT (-72.48862641 8.112041811)"
"185,366","CR005126","2,003","5","25","95015","CALAMAR","GUAVIARE","ARIARI GUAYABERO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","3","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-73.0342639 1.613634284)"
"185,367","CR047087","2,003","7","2","41359","ISNOS","HUILA","SUR DEL HUILA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","9","0","0",,,"1","0","1","ARTEFACTO EXPLOSIVO","POINT (-76.18204722 1.945591321)"
"185,368",,"2,003","7","5","18256","EL PAUJIL","CAQUETA","FLORENCIA Y AREA DE INFLUENCIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","17","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.20231825 1.476630016)"
"185,369",,"2,003","7","8","18256","EL PAUJIL","CAQUETA","FLORENCIA Y AREA DE INFLUENCIA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","3","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.20231825 1.476630016)"
"185,370","CR005144","2,003","7","17","81001","ARAUCA","ARAUCA","LLANOS ORIENTALES","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-70.50921153 6.796280825)"
"185,371","CR005168","2,003","7","31","15757","SOCHA","BOYACA","ALTIPLANO CUNDIBOYACENSE","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","15","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-72.68239784 5.960498836)"
"185,372","CR047110","2,003","8","10","50689","SAN MARTIN","META","PIEDEMONTE LLANERO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","20","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-72.65672742 3.515860962)"
"185,373","CR048988","2,003","8","24","50590","PUERTO RICO","META","ARIARI GUAYABERO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","39","0","0",,,"0","0","5","ARTEFACTO EXPLOSIVO","POINT (-73.13780171 2.758083657)"
"185,374","CR005164","2,003","9","10","15183","CHITA","BOYACA","ALTIPLANO CUNDIBOYACENSE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","15","0","0",,,"0","8","9","ARTEFACTO EXPLOSIVO","POINT (-72.43903174 6.091468485)"
"185,375","CR005109","2,003","10","8","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","19","0","0",,,"2","4","6","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,376",,"2,003","10","14","81736","SARAVENA","ARAUCA","SARARE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","5","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-71.85070757 6.906941714)"
"185,377","CR005041","2,003","10","15","81300","FORTUL","ARAUCA","SARARE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","4","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-71.79124241 6.750907234)"
"185,378",,"2,003","10","16","81300","FORTUL","ARAUCA","SARARE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","3","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-71.79124241 6.750907234)"
"185,379","CR005151","2,003","10","22","86865","VALLE DEL GUAMUEZ","PUTUMAYO","BAJO PUTUMAYO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","13","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-76.906751 0.423506)"
"185,381","CR005150","2,003","10","25","05887","YARUMAL","ANTIOQUIA","NORTE DE ANTIOQUIA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","1","12","0","0",,,"0","7","7","ARTEFACTO EXPLOSIVO","POINT (-75.418828 6.963832)"
"185,382","CR018227","2,003","10","26","05887","YARUMAL","ANTIOQUIA","NORTE DE ANTIOQUIA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","11","0","0",,,"0","5","5","ARTEFACTO EXPLOSIVO","POINT (-75.45439957 6.9881309)"
"185,383",,"2,003","11","10","05361","ITUANGO","ANTIOQUIA","NORTE DE ANTIOQUIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","9","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.67842277 7.341549718)"
"185,384",,"2,003","11","27","81794","TAME","ARAUCA","SARARE","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","3","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-71.79178647 6.390650479)"
"185,385",,"2,003","11","27","81794","TAME","ARAUCA","SARARE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","4","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-71.79178647 6.390650479)"
"185,386",,"2,003","12","16","08001","BARRANQUILLA","ATLANTICO","NORTE DE ATLANTICO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","73","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.82771544 10.98152051)"
"185,387","CR005101","2,004","5","2","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","11","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,388","CR005107","2,004","5","4","81794","TAME","ARAUCA","SARARE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","37","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-71.79178647 6.390650479)"
"185,389","CR005106","2,004","5","15","05667","SAN RAFAEL","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","14","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.99858652 6.31074453)"
"185,390","CR005108","2,004","5","22","05649","SAN CARLOS","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","0","0","0","0","14","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-74.90732769 6.193789659)"
"185,391","CR005115","2,004","5","23","05045","APARTADO","ANTIOQUIA","URABA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","26","0","0",,,"0","7","7","ARTEFACTO EXPLOSIVO","POINT (-76.58236264 7.86047815)"
"185,392","CR005169","2,005","5","3","81736","SARAVENA","ARAUCA","SARARE","DESCONOCIDA","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-71.85070757 6.906941714)"
"185,393",,"2,005","8","6","81001","ARAUCA","ARAUCA","LLANOS ORIENTALES","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","26","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-70.50921153 6.796280825)"
"185,395","CR005110","2,005","11","25","18001","FLORENCIA","CAQUETA","FLORENCIA Y AREA DE INFLUENCIA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC","0","0","1","0","0","0","36","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-75.55823906 1.749138704)"
"185,396","CR005176","2,006","3","6","18753","SAN VICENTE DEL CAGUAN","CAQUETA","CAGUAN","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","7","0","0",,,"1","3","4","ARTEFACTO EXPLOSIVO","POINT (-74.19746971 1.308465061)"
"185,397","CR010018","2,006","4","6","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","22","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,398","CR047498","2,006","8","4","76001","SANTIAGO DE CALI","VALLE DEL CAUCA","SUR DEL VALLE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","9","0","0",,,"6","1","7","ARTEFACTO EXPLOSIVO","POINT (-76.521469 3.414162)"
"185,399",,"2,006","8","18","76109","BUENAVENTURA","VALLE DEL CAUCA","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","13","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-77.11872831 3.493340766)"
"185,400","CR010020","2,006","10","19","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","20","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,401","CR2017185401","2,007","1","21","76109","BUENAVENTURA","VALLE DEL CAUCA","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","14","0","0",,,"2","4","6","ARTEFACTO EXPLOSIVO","POINT (-77.01074 3.875708)"
"185,402",,"2,007","2","9","76109","BUENAVENTURA","VALLE DEL CAUCA","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","8","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-77.11872831 3.493340766)"
"185,403","CR011112","2,007","3","1","41001","NEIVA","HUILA","NORTE DEL HUILA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","10","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.27236232 2.993360046)"
"185,404","CR005153","2,007","10","22","86568","PUERTO ASIS","PUTUMAYO","BAJO PUTUMAYO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","7","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-76.52158203 0.433884539)"
"185,405",,"2,008","6","9","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","1","0","0","0","1","1","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,406","CR018223","2,008","8","14","05361","ITUANGO","ANTIOQUIA","NORTE DE ANTIOQUIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","51","0","0",,,"0","7","7","ARTEFACTO EXPLOSIVO","POINT (-75.67842277 7.341549718)"
"185,407",,"2,008","8","19","05667","SAN RAFAEL","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-74.99858652 6.31074453)"
"185,408","CR018225","2,008","12","14","05667","SAN RAFAEL","ANTIOQUIA","ORIENTE ANTIOQUEÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","11","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.99858652 6.31074453)"
"185,409","CR002076","2,009","1","13","52621","ROBERTO PAYAN","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","8","0","0",,,"0","5","5","ARMA DE FUEGO - ARTEFACTO EXPLOSIVO","POINT (-78.245716 1.697492)"
"185,410",,"2,009","1","29","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","1","12","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-74.1810727 4.316107698)"
"185,411",,"2,009","2","1","76001","SANTIAGO DE CALI","VALLE DEL CAUCA","SUR DEL VALLE","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","12","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-76.57649259 3.399043723)"
"185,412",,"2,009","2","12","54206","CONVENCION","NORTE DE SANTANDER","CATATUMBO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","15","0","0",,,"3","6","9","ARTEFACTO EXPLOSIVO","POINT (-73.20007769 8.873159895)"
"185,413","CR018304","2,009","3","28","05045","APARTADO","ANTIOQUIA","URABA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","15","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.58236264 7.86047815)"
"185,414","CR000025","2,009","5","9","52678","SAMANIEGO","NARIÑO","OCCIDENTE DE NARIÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.69179559 1.430555262)"
"185,415","CR035022","2,010","3","24","76109","BUENAVENTURA","VALLE DEL CAUCA","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","50","0","0",,,"2","7","9","ARTEFACTO EXPLOSIVO","POINT (-77.11872831 3.493340766)"
"185,416","CR017103","2,010","5","2","19318","GUAPI","CAUCA","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","8","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-77.69047531 2.41326696)"
"185,417","CR018222","2,010","6","11","05045","APARTADO","ANTIOQUIA","URABA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","12","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-76.58236264 7.86047815)"
"185,418","CR005096","2,010","8","12","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","47","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-74.107359 4.650173)"
"185,419","CR018445","2,011","3","18","54670","SAN CALIXTO","NORTE DE SANTANDER","CATATUMBO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","1","0","1","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-73.2176038 8.414441404)"
"185,420",,"2,011","6","13","52696","SANTA BARBARA","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","10","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-77.98256461 2.494420411)"
"185,421",,"2,011","6","18","19001","POPAYAN","CAUCA","MACIZO COLOMBIANO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","ELN","0","0","0","0","0","0","5","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-76.59194419 2.471704362)"
"185,422","CR002067","2,011","7","9","19821","TORIBIO","CAUCA","NORTE DEL CAUCA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","99","0","0",,,"1","3","4","ARTEFACTO EXPLOSIVO","POINT (-76.20331566 2.975771999)"
"185,423","CR005154","2,011","10","2","76275","FLORIDA","VALLE DEL CAUCA","SUR DEL VALLE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.16477307 3.304104295)"
"185,424","CR048476","2,011","12","5","44430","MAICAO","LA GUAJIRA","ALTA GUAJIRA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","11","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-72.29500818 11.38157764)"
"185,425","CR005121","2,012","1","13","54810","TIBU","NORTE DE SANTANDER","CATATUMBO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","2","0","0",,,"0","3","3","ARTEFACTO EXPLOSIVO","POINT (-72.57585052 8.468711125)"
"185,426","CR005122","2,012","1","13","52835","SAN ANDRES DE TUMACO","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","2","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-78.61540963 1.574550638)"
"185,427","CR005166","2,012","2","1","52835","SAN ANDRES DE TUMACO","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","64","0","0",,,"1","8","9","ARTEFACTO EXPLOSIVO","POINT (-78.61540963 1.574550638)"
"185,428","CR011002","2,012","2","2","19845","VILLA RICA","CAUCA","NORTE DEL CAUCA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","28","0","0",,,"1","5","6","ARTEFACTO EXPLOSIVO","POINT (-76.46445558 3.180627317)"
"185,429","CR005173","2,012","2","10","19212","CORINTO","CAUCA","NORTE DEL CAUCA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","5","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.20964569 3.136753606)"
"185,430","CR047946","2,012","2","27","54250","EL TARRA","NORTE DE SANTANDER","CATATUMBO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","6","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-73.0317597 8.678263671)"
"185,431","CR005136","2,012","3","23","19364","JAMBALO","CAUCA","NORTE DEL CAUCA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","2","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.31124919 2.84981013)"
"185,432","CR018646","2,012","4","21","73001","IBAGUE","TOLIMA","NORTE DEL TOLIMA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","9","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.252591 4.451921427)"
"185,433","CR013026","2,012","4","28","52678","SAMANIEGO","NARIÑO","OCCIDENTE DE NARIÑO","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","15","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-77.69179559 1.430555262)"
"185,434","CR005170","2,012","6","5","52250","EL CHARCO","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","14","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.99533234 2.216382295)"
"185,437","CR005167","2,012","8","26","50711","VISTAHERMOSA","META","ARIARI GUAYABERO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","4","0","0",,,"0","6","6","ARTEFACTO EXPLOSIVO","POINT (-73.79453841 3.218280369)"
"185,438",,"2,012","10","31","76563","PRADERA","VALLE DEL CAUCA","SUR DEL VALLE","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","35","0","0",,,"0","2","2","ARTEFACTO EXPLOSIVO","POINT (-76.17841841 3.42063665)"
"185,439","CR005172","2,012","11","4","19075","BALBOA","CAUCA","PATIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.2088133 2.084732945)"
"185,440",,"2,013","3","11","19807","TIMBIO","CAUCA","MACIZO COLOMBIANO","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","DESCONOCIDO","NO APLICA","0","0","0","0","0","0","12","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-76.71051932 2.369625312)"
"185,441",,"2,013","3","14","19050","ARGELIA","CAUCA","PATIA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","11","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-77.26314906 2.329337283)"
"185,442","CR005113","2,013","11","29","52835","SAN ANDRES DE TUMACO","NARIÑO","ANDEN PACIFICO SUR","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","4","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-78.61540963 1.574550638)"
"185,443","CR048444","2,014","6","7","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"0","0","0","ARTEFACTO EXPLOSIVO","POINT (-75.578661 6.250063)"
"185,444",,"2,014","7","30","19455","MIRANDA","CAUCA","NORTE DEL CAUCA","ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO","GUERRILLA","FARC","0","0","0","0","0","0","4","0","0",,,"0","1","1","ARTEFACTO EXPLOSIVO","POINT (-76.21670827 3.228235212)"
